"""emp_no"",""dept_no"",""from_date"",""to_date"""
"12214,""d001"",""1989-03-12"",""9999-01-01"""
"12215,""d005"",""1994-06-18"",""9999-01-01"""
"12216,""d006"",""1995-10-25"",""9999-01-01"""
"12217,""d002"",""1997-01-15"",""9999-01-01"""
"12217,""d003"",""1988-02-11"",""1997-01-15"""
"12218,""d006"",""1991-03-12"",""9999-01-01"""
"12219,""d008"",""1995-06-13"",""9999-01-01"""
"12220,""d002"",""1988-07-11"",""1991-05-21"""
"12221,""d005"",""1985-09-16"",""9999-01-01"""
"12222,""d002"",""1987-08-15"",""9999-01-01"""
"12223,""d004"",""1986-08-13"",""9999-01-01"""
"12224,""d007"",""1995-01-27"",""9999-01-01"""
"12225,""d007"",""1999-01-27"",""9999-01-01"""
"12226,""d005"",""1997-02-07"",""2002-05-30"""
"12226,""d008"",""2002-05-30"",""9999-01-01"""
"12227,""d009"",""1997-01-04"",""1999-08-10"""
"12228,""d005"",""1995-04-12"",""9999-01-01"""
"12229,""d007"",""1991-12-29"",""1992-12-27"""
"12230,""d005"",""1997-04-13"",""9999-01-01"""
"12231,""d004"",""1990-05-19"",""9999-01-01"""
"12232,""d007"",""1988-10-07"",""9999-01-01"""
"12233,""d005"",""1998-12-30"",""9999-01-01"""
"12234,""d007"",""1995-06-22"",""9999-01-01"""
"12235,""d007"",""1997-07-10"",""9999-01-01"""
"12236,""d004"",""1987-09-11"",""9999-01-01"""
"12236,""d005"",""1987-06-08"",""1987-09-11"""
"12237,""d007"",""1993-07-31"",""9999-01-01"""
"12238,""d005"",""1988-12-16"",""1995-10-29"""
"12239,""d008"",""1999-11-20"",""9999-01-01"""
"12240,""d004"",""1989-08-03"",""1993-03-29"""
"12241,""d009"",""1987-03-30"",""9999-01-01"""
"12242,""d005"",""1994-11-12"",""9999-01-01"""
"12243,""d005"",""1994-04-15"",""9999-01-01"""
"12244,""d005"",""1988-01-13"",""9999-01-01"""
"12244,""d009"",""1987-01-28"",""1988-01-13"""
"12245,""d004"",""1998-11-27"",""9999-01-01"""
"12246,""d003"",""1990-01-26"",""9999-01-01"""
"12247,""d005"",""1985-04-09"",""9999-01-01"""
"12248,""d009"",""1989-11-09"",""1990-10-20"""
"12249,""d005"",""1987-06-21"",""9999-01-01"""
"12250,""d005"",""1991-04-25"",""9999-01-01"""
"12251,""d006"",""1985-07-20"",""9999-01-01"""
"12252,""d004"",""1987-03-16"",""1994-06-19"""
"12252,""d009"",""1994-06-19"",""9999-01-01"""
"12253,""d007"",""1998-11-26"",""9999-01-01"""
"12254,""d004"",""1988-12-23"",""1989-10-31"""
"12255,""d002"",""1986-12-08"",""9999-01-01"""
"12256,""d003"",""1985-08-26"",""9999-01-01"""
"12257,""d004"",""1998-01-31"",""1998-06-11"""
"12258,""d005"",""1990-06-22"",""9999-01-01"""
"12259,""d007"",""1998-05-26"",""9999-01-01"""
"12260,""d004"",""1991-04-28"",""1991-05-09"""
"12260,""d005"",""1991-04-26"",""1991-04-28"""
"12261,""d007"",""1999-04-16"",""9999-01-01"""
"12262,""d004"",""1990-05-04"",""9999-01-01"""
"12263,""d004"",""1990-03-07"",""9999-01-01"""
"12264,""d005"",""1998-01-09"",""9999-01-01"""
"12265,""d005"",""1993-06-20"",""9999-01-01"""
"12266,""d005"",""1989-06-11"",""1992-01-22"""
"12267,""d004"",""1997-06-09"",""9999-01-01"""
"12268,""d004"",""1997-12-03"",""9999-01-01"""
"12269,""d004"",""1994-07-06"",""2001-03-31"""
"12269,""d006"",""2001-03-31"",""9999-01-01"""
"12270,""d008"",""1989-08-19"",""9999-01-01"""
"12271,""d003"",""1999-06-13"",""9999-01-01"""
"12272,""d003"",""1987-12-08"",""9999-01-01"""
"12273,""d007"",""1991-02-14"",""9999-01-01"""
"12274,""d005"",""1988-04-01"",""1989-01-18"""
"12275,""d004"",""1990-05-09"",""9999-01-01"""
"12276,""d005"",""1993-06-13"",""2001-09-25"""
"12277,""d004"",""1990-05-15"",""9999-01-01"""
"12278,""d003"",""1998-10-15"",""9999-01-01"""
"12279,""d005"",""1985-03-06"",""2001-03-20"""
"12279,""d008"",""2001-03-20"",""9999-01-01"""
"12280,""d005"",""1985-02-27"",""9999-01-01"""
"12281,""d005"",""1993-09-22"",""9999-01-01"""
"12282,""d005"",""1999-10-06"",""9999-01-01"""
"12283,""d008"",""1990-03-25"",""9999-01-01"""
"12284,""d007"",""1990-09-20"",""1997-11-08"""
"12285,""d004"",""1991-02-21"",""9999-01-01"""
"12286,""d002"",""1988-07-20"",""9999-01-01"""
"12287,""d005"",""1994-12-25"",""9999-01-01"""
"12288,""d001"",""1990-05-08"",""9999-01-01"""
"12289,""d004"",""1993-09-22"",""1994-03-15"""
"12290,""d002"",""1985-08-10"",""1989-07-31"""
"12290,""d007"",""1989-07-31"",""9999-01-01"""
"12291,""d007"",""1993-03-29"",""9999-01-01"""
"12292,""d004"",""1989-01-05"",""9999-01-01"""
"12293,""d004"",""1990-09-29"",""1990-10-15"""
"12294,""d007"",""1991-12-14"",""2000-05-07"""
"12295,""d007"",""1989-09-13"",""1990-03-27"""
"12296,""d007"",""1993-01-08"",""9999-01-01"""
"12297,""d007"",""1991-11-20"",""2002-06-15"""
"12298,""d005"",""1994-03-31"",""1998-12-14"""
"12298,""d008"",""1998-12-14"",""9999-01-01"""
"12299,""d005"",""1999-01-24"",""9999-01-01"""
"12300,""d004"",""1990-05-16"",""9999-01-01"""
"12301,""d007"",""1996-03-31"",""9999-01-01"""
"12302,""d008"",""1987-01-28"",""9999-01-01"""
"12303,""d008"",""1988-06-13"",""1988-07-19"""
"12304,""d009"",""1987-01-09"",""9999-01-01"""
"12305,""d004"",""2000-01-11"",""9999-01-01"""
"12306,""d007"",""1986-05-18"",""9999-01-01"""
"12307,""d005"",""1985-02-23"",""9999-01-01"""
"12308,""d002"",""1985-08-11"",""1996-09-20"""
"12308,""d003"",""1996-09-20"",""9999-01-01"""
"12309,""d004"",""1995-10-10"",""9999-01-01"""
"12310,""d005"",""1990-12-21"",""9999-01-01"""
"12311,""d005"",""1985-10-22"",""9999-01-01"""
"12312,""d004"",""1988-11-24"",""1996-12-18"""
"12313,""d004"",""1986-10-21"",""9999-01-01"""
"12314,""d008"",""1991-04-20"",""9999-01-01"""
"12315,""d003"",""1989-08-31"",""9999-01-01"""
"12316,""d004"",""1992-04-05"",""9999-01-01"""
"12317,""d004"",""2001-01-21"",""9999-01-01"""
"12317,""d009"",""1996-08-11"",""2001-01-21"""
"12318,""d007"",""1990-05-21"",""1993-09-16"""
"12319,""d008"",""1992-09-24"",""9999-01-01"""
"12320,""d005"",""1993-02-28"",""9999-01-01"""
"12321,""d007"",""1999-04-03"",""9999-01-01"""
"12322,""d005"",""1996-11-06"",""9999-01-01"""
"12323,""d002"",""1996-10-24"",""9999-01-01"""
"12324,""d005"",""1990-05-25"",""9999-01-01"""
"12325,""d007"",""1993-01-18"",""1996-03-19"""
"12325,""d009"",""1996-03-19"",""2000-04-07"""
"12326,""d006"",""1998-09-13"",""9999-01-01"""
"12327,""d005"",""1986-10-16"",""9999-01-01"""
"12328,""d003"",""1997-05-03"",""9999-01-01"""
"12329,""d006"",""1991-07-15"",""9999-01-01"""
"12330,""d007"",""1999-02-13"",""9999-01-01"""
"12331,""d001"",""1996-10-16"",""9999-01-01"""
"12332,""d004"",""1996-01-14"",""1998-12-10"""
"12333,""d005"",""1997-04-12"",""9999-01-01"""
"12334,""d004"",""1998-05-10"",""9999-01-01"""
"12334,""d005"",""1992-03-18"",""1998-05-10"""
"12335,""d003"",""1995-12-01"",""2000-06-19"""
"12336,""d008"",""1993-05-06"",""1995-07-23"""
"12337,""d005"",""1990-12-28"",""9999-01-01"""
"12338,""d002"",""1997-01-10"",""9999-01-01"""
"12339,""d008"",""1996-07-18"",""9999-01-01"""
"12340,""d005"",""1990-08-07"",""9999-01-01"""
"12341,""d005"",""1985-05-25"",""9999-01-01"""
"12342,""d006"",""1992-08-30"",""9999-01-01"""
"12343,""d004"",""2000-09-03"",""9999-01-01"""
"12343,""d009"",""1988-08-25"",""2000-09-03"""
"12344,""d005"",""1990-07-28"",""9999-01-01"""
"12345,""d004"",""1990-07-09"",""2002-03-09"""
"12346,""d003"",""1990-06-21"",""1997-11-29"""
"12347,""d001"",""1986-03-23"",""9999-01-01"""
"12348,""d004"",""1998-08-06"",""9999-01-01"""
"12349,""d007"",""1989-04-14"",""9999-01-01"""
"12350,""d006"",""1996-08-25"",""9999-01-01"""
"12351,""d004"",""1998-10-11"",""1999-02-16"""
"12351,""d005"",""1997-08-26"",""1998-10-11"""
"12352,""d005"",""1989-09-09"",""2002-06-28"""
"12353,""d005"",""1994-11-20"",""9999-01-01"""
"12354,""d003"",""1999-08-04"",""9999-01-01"""
"12355,""d004"",""1989-11-08"",""9999-01-01"""
"12356,""d008"",""1994-07-23"",""9999-01-01"""
"12357,""d005"",""1998-12-19"",""9999-01-01"""
"12358,""d007"",""1996-04-29"",""2000-09-18"""
"12359,""d006"",""1991-12-13"",""9999-01-01"""
"12360,""d004"",""1995-02-02"",""2001-02-17"""
"12361,""d005"",""1992-06-05"",""1992-10-04"""
"12361,""d008"",""1992-10-04"",""9999-01-01"""
"12362,""d005"",""1991-06-13"",""9999-01-01"""
"12363,""d002"",""1987-09-16"",""9999-01-01"""
"12364,""d004"",""1998-11-02"",""9999-01-01"""
"12365,""d004"",""1988-09-12"",""9999-01-01"""
"12366,""d009"",""1994-07-16"",""2000-01-20"""
"12367,""d006"",""1992-02-17"",""9999-01-01"""
"12368,""d001"",""1992-06-14"",""9999-01-01"""
"12369,""d005"",""1987-04-19"",""9999-01-01"""
"12370,""d006"",""1994-01-29"",""9999-01-01"""
"12371,""d004"",""1996-05-11"",""1999-07-17"""
"12371,""d009"",""1999-07-17"",""2000-05-29"""
"12372,""d008"",""1990-10-25"",""9999-01-01"""
"12373,""d007"",""1993-11-11"",""9999-01-01"""
"12374,""d001"",""1996-03-31"",""9999-01-01"""
"12375,""d006"",""1996-07-17"",""9999-01-01"""
"12376,""d004"",""1986-11-11"",""9999-01-01"""
"12377,""d008"",""1991-03-17"",""9999-01-01"""
"12378,""d009"",""1991-09-24"",""9999-01-01"""
"12379,""d005"",""1996-06-02"",""9999-01-01"""
"12380,""d001"",""1991-09-14"",""1991-09-15"""
"12380,""d003"",""1991-09-03"",""1991-09-14"""
"12381,""d008"",""1989-06-24"",""9999-01-01"""
"12382,""d001"",""1991-12-20"",""9999-01-01"""
"12383,""d004"",""1995-03-02"",""9999-01-01"""
"12384,""d005"",""1990-06-28"",""1996-06-10"""
"12385,""d006"",""1997-05-03"",""9999-01-01"""
"12386,""d005"",""1993-10-19"",""9999-01-01"""
"12387,""d004"",""1986-06-09"",""9999-01-01"""
"12388,""d004"",""1999-04-25"",""9999-01-01"""
"12388,""d005"",""1997-09-11"",""1999-04-25"""
"12389,""d002"",""1999-11-02"",""9999-01-01"""
"12390,""d007"",""1997-07-09"",""9999-01-01"""
"12391,""d004"",""1991-09-03"",""9999-01-01"""
"12392,""d004"",""1987-09-13"",""9999-01-01"""
"12393,""d007"",""1992-10-19"",""1993-01-07"""
"12394,""d006"",""1998-09-26"",""9999-01-01"""
"12395,""d002"",""1995-06-05"",""9999-01-01"""
"12396,""d004"",""1988-11-02"",""9999-01-01"""
"12397,""d004"",""1987-08-18"",""9999-01-01"""
"12398,""d007"",""1993-05-01"",""1994-02-19"""
"12398,""d009"",""1994-02-19"",""1994-04-05"""
"12399,""d007"",""1987-12-07"",""9999-01-01"""
"12400,""d007"",""1999-02-28"",""9999-01-01"""
"12401,""d005"",""1994-11-25"",""9999-01-01"""
"12402,""d003"",""1997-12-05"",""9999-01-01"""
"12403,""d004"",""1995-02-05"",""9999-01-01"""
"12404,""d004"",""1985-12-14"",""9999-01-01"""
"12405,""d005"",""1989-07-16"",""9999-01-01"""
"12406,""d005"",""1985-02-05"",""1993-03-26"""
"12407,""d004"",""1993-12-03"",""1999-09-13"""
"12408,""d005"",""1995-04-18"",""9999-01-01"""
"12409,""d005"",""1995-01-21"",""1998-11-06"""
"12409,""d008"",""1998-11-06"",""9999-01-01"""
"12410,""d005"",""1988-04-28"",""9999-01-01"""
"12411,""d007"",""1986-08-17"",""9999-01-01"""
"12412,""d007"",""1998-12-20"",""2000-11-19"""
"12413,""d004"",""1994-03-04"",""9999-01-01"""
"12414,""d007"",""1991-07-07"",""1999-06-20"""
"12415,""d007"",""1994-10-17"",""1998-10-10"""
"12416,""d002"",""1998-02-14"",""9999-01-01"""
"12417,""d004"",""1998-02-02"",""9999-01-01"""
"12418,""d001"",""1996-05-08"",""9999-01-01"""
"12419,""d004"",""1985-08-19"",""2000-12-01"""
"12420,""d004"",""1996-11-28"",""2000-06-30"""
"12420,""d009"",""2000-06-30"",""9999-01-01"""
"12421,""d005"",""1991-10-30"",""9999-01-01"""
"12422,""d003"",""1993-06-07"",""9999-01-01"""
"12423,""d002"",""1990-07-30"",""1995-06-08"""
"12424,""d005"",""1994-05-24"",""9999-01-01"""
"12425,""d006"",""1988-04-27"",""2001-02-16"""
"12426,""d006"",""1999-05-17"",""9999-01-01"""
"12427,""d008"",""1992-09-09"",""9999-01-01"""
"12428,""d004"",""1989-06-21"",""9999-01-01"""
"12429,""d005"",""1999-06-05"",""9999-01-01"""
"12430,""d001"",""1993-01-30"",""9999-01-01"""
"12430,""d007"",""1987-08-15"",""1993-01-30"""
"12431,""d004"",""1987-10-09"",""1992-03-01"""
"12432,""d004"",""1991-07-03"",""9999-01-01"""
"12433,""d004"",""1987-08-04"",""9999-01-01"""
"12434,""d004"",""1994-09-11"",""9999-01-01"""
"12435,""d007"",""1995-06-28"",""9999-01-01"""
"12436,""d005"",""1998-08-27"",""9999-01-01"""
"12437,""d005"",""1987-08-26"",""9999-01-01"""
"12438,""d007"",""1991-12-20"",""2000-03-20"""
"12438,""d009"",""2000-03-20"",""9999-01-01"""
"12439,""d009"",""1990-10-22"",""9999-01-01"""
"12440,""d005"",""1996-08-14"",""1999-07-30"""
"12441,""d005"",""1999-03-19"",""9999-01-01"""
"12442,""d005"",""1989-11-27"",""9999-01-01"""
"12443,""d004"",""1992-07-09"",""9999-01-01"""
"12444,""d008"",""1987-08-16"",""9999-01-01"""
"12445,""d004"",""1986-02-01"",""9999-01-01"""
"12446,""d009"",""1987-11-06"",""9999-01-01"""
"12447,""d005"",""1985-02-10"",""9999-01-01"""
"12448,""d007"",""1988-01-04"",""1990-01-10"""
"12448,""d009"",""1990-01-10"",""1996-07-12"""
"12449,""d003"",""1995-06-18"",""9999-01-01"""
"12450,""d005"",""1992-02-02"",""9999-01-01"""
"12451,""d005"",""1986-11-26"",""1995-03-18"""
"12452,""d004"",""1997-09-28"",""9999-01-01"""
"12453,""d004"",""1985-12-12"",""9999-01-01"""
"12454,""d007"",""1998-12-18"",""9999-01-01"""
"12455,""d005"",""1997-04-06"",""9999-01-01"""
"12456,""d005"",""1996-06-20"",""9999-01-01"""
"12457,""d007"",""1990-01-27"",""9999-01-01"""
"12458,""d002"",""1987-02-13"",""1992-06-17"""
"12458,""d003"",""1992-06-17"",""1995-09-29"""
"12459,""d006"",""1992-09-05"",""9999-01-01"""
"12460,""d007"",""1998-07-10"",""9999-01-01"""
"12461,""d005"",""1998-08-15"",""9999-01-01"""
"12462,""d001"",""1999-11-23"",""9999-01-01"""
"12463,""d005"",""1991-07-03"",""2001-02-05"""
"12464,""d007"",""1998-06-01"",""9999-01-01"""
"12465,""d002"",""1985-11-22"",""9999-01-01"""
"12466,""d002"",""1994-02-19"",""9999-01-01"""
"12467,""d004"",""1999-01-07"",""9999-01-01"""
"12467,""d005"",""1994-10-06"",""1999-01-07"""
"12468,""d003"",""1993-12-08"",""9999-01-01"""
"12469,""d005"",""1987-03-01"",""9999-01-01"""
"12470,""d004"",""1996-02-29"",""1998-06-22"""
"12471,""d001"",""1995-07-13"",""9999-01-01"""
"12472,""d005"",""1985-12-10"",""9999-01-01"""
"12473,""d001"",""1996-08-15"",""9999-01-01"""
"12474,""d006"",""1998-11-27"",""9999-01-01"""
"12475,""d005"",""1987-04-26"",""9999-01-01"""
"12476,""d005"",""1987-04-06"",""1997-04-16"""
"12477,""d004"",""1991-06-25"",""9999-01-01"""
"12478,""d001"",""1997-09-05"",""1998-12-11"""
"12478,""d007"",""1991-07-06"",""1997-09-05"""
"12479,""d005"",""1997-05-25"",""9999-01-01"""
"12480,""d002"",""1997-12-21"",""9999-01-01"""
"12481,""d005"",""1985-05-11"",""9999-01-01"""
"12482,""d004"",""1993-08-12"",""2001-10-17"""
"12483,""d004"",""1994-03-29"",""9999-01-01"""
"12484,""d005"",""1995-06-23"",""9999-01-01"""
"12485,""d004"",""1991-10-13"",""9999-01-01"""
"12486,""d006"",""1996-10-16"",""9999-01-01"""
"12487,""d002"",""1998-12-11"",""9999-01-01"""
"12487,""d003"",""1998-12-07"",""1998-12-11"""
"12488,""d005"",""1990-04-27"",""9999-01-01"""
"12489,""d005"",""1986-04-11"",""9999-01-01"""
"12490,""d005"",""1994-05-09"",""9999-01-01"""
"12491,""d007"",""1994-02-09"",""2000-01-18"""
"12492,""d004"",""1992-11-16"",""9999-01-01"""
"12493,""d005"",""1988-08-08"",""1988-12-04"""
"12494,""d001"",""1998-08-02"",""9999-01-01"""
"12495,""d001"",""1999-12-13"",""9999-01-01"""
"12496,""d004"",""1996-03-15"",""1998-11-02"""
"12496,""d009"",""1998-11-02"",""9999-01-01"""
"12497,""d007"",""1989-09-25"",""9999-01-01"""
"12498,""d005"",""1986-05-09"",""2000-09-18"""
"12499,""d007"",""1990-08-27"",""9999-01-01"""
"12500,""d004"",""1997-05-11"",""9999-01-01"""
"12501,""d002"",""1986-06-05"",""9999-01-01"""
"12502,""d004"",""1989-06-06"",""9999-01-01"""
"12503,""d005"",""1991-03-30"",""9999-01-01"""
"12504,""d004"",""1997-08-14"",""9999-01-01"""
"12505,""d001"",""1999-08-24"",""2000-08-23"""
"12505,""d007"",""2000-08-23"",""2002-02-18"""
"12506,""d004"",""1990-08-29"",""9999-01-01"""
"12507,""d005"",""1993-09-09"",""9999-01-01"""
"12508,""d008"",""1991-08-15"",""9999-01-01"""
"12509,""d009"",""1991-09-26"",""9999-01-01"""
"12510,""d004"",""1985-05-15"",""9999-01-01"""
"12511,""d004"",""1993-02-01"",""9999-01-01"""
"12512,""d005"",""1996-08-05"",""1996-09-20"""
"12513,""d007"",""1985-10-30"",""9999-01-01"""
"12514,""d005"",""1999-11-13"",""9999-01-01"""
"12515,""d004"",""1994-01-27"",""9999-01-01"""
"12516,""d004"",""1990-03-06"",""1991-06-05"""
"12516,""d006"",""1991-06-05"",""9999-01-01"""
"12517,""d005"",""1990-01-08"",""9999-01-01"""
"12518,""d005"",""1990-02-26"",""1996-08-09"""
"12519,""d004"",""1999-09-28"",""9999-01-01"""
"12520,""d004"",""1999-03-06"",""9999-01-01"""
"12521,""d007"",""1997-10-01"",""1999-08-27"""
"12522,""d004"",""1999-01-28"",""9999-01-01"""
"12523,""d007"",""1990-01-22"",""9999-01-01"""
"12524,""d005"",""1996-12-19"",""9999-01-01"""
"12525,""d009"",""1990-01-25"",""9999-01-01"""
"12526,""d002"",""1989-04-06"",""2001-08-10"""
"12527,""d004"",""1996-09-29"",""9999-01-01"""
"12527,""d009"",""1994-03-12"",""1996-09-29"""
"12528,""d009"",""1988-09-24"",""9999-01-01"""
"12529,""d009"",""1989-11-09"",""9999-01-01"""
"12530,""d005"",""1992-03-12"",""1999-12-18"""
"12531,""d004"",""1991-03-09"",""9999-01-01"""
"12532,""d004"",""1991-12-12"",""9999-01-01"""
"12533,""d003"",""1987-07-13"",""9999-01-01"""
"12534,""d004"",""1985-08-14"",""9999-01-01"""
"12535,""d005"",""1991-02-22"",""9999-01-01"""
"12536,""d001"",""1998-11-23"",""9999-01-01"""
"12537,""d001"",""1995-06-21"",""9999-01-01"""
"12537,""d007"",""1992-05-19"",""1995-06-21"""
"12538,""d005"",""1987-04-09"",""1994-05-11"""
"12539,""d004"",""1989-07-07"",""9999-01-01"""
"12540,""d003"",""1998-11-28"",""9999-01-01"""
"12541,""d007"",""1988-08-31"",""9999-01-01"""
"12542,""d003"",""1987-09-12"",""9999-01-01"""
"12543,""d006"",""1994-12-05"",""9999-01-01"""
"12544,""d004"",""1995-04-09"",""9999-01-01"""
"12545,""d006"",""1990-05-07"",""1990-07-21"""
"12546,""d001"",""1988-06-05"",""9999-01-01"""
"12547,""d002"",""1997-10-17"",""2002-03-19"""
"12547,""d003"",""1996-11-23"",""1997-10-17"""
"12548,""d005"",""1990-06-28"",""9999-01-01"""
"12549,""d003"",""1998-09-15"",""9999-01-01"""
"12550,""d004"",""1999-05-14"",""9999-01-01"""
"12551,""d004"",""1987-12-04"",""9999-01-01"""
"12552,""d007"",""1998-08-22"",""2000-08-15"""
"12553,""d003"",""1987-02-28"",""9999-01-01"""
"12554,""d004"",""1985-08-29"",""9999-01-01"""
"12555,""d005"",""1995-07-23"",""9999-01-01"""
"12556,""d005"",""1990-01-14"",""9999-01-01"""
"12557,""d004"",""1994-09-23"",""9999-01-01"""
"12557,""d006"",""1988-03-20"",""1994-09-23"""
"12558,""d006"",""1989-08-12"",""9999-01-01"""
"12559,""d004"",""1993-08-20"",""1994-08-18"""
"12560,""d007"",""1986-05-19"",""9999-01-01"""
"12561,""d008"",""1997-12-23"",""9999-01-01"""
"12562,""d001"",""1997-06-24"",""9999-01-01"""
"12563,""d005"",""1998-03-08"",""9999-01-01"""
"12564,""d002"",""1998-11-03"",""9999-01-01"""
"12565,""d007"",""1989-06-16"",""9999-01-01"""
"12566,""d003"",""1989-01-29"",""9999-01-01"""
"12567,""d002"",""1992-06-21"",""1994-07-07"""
"12567,""d007"",""1994-07-07"",""9999-01-01"""
"12568,""d005"",""1997-04-15"",""2001-08-12"""
"12569,""d005"",""1991-10-15"",""1994-04-04"""
"12570,""d004"",""1985-03-28"",""9999-01-01"""
"12571,""d004"",""1997-04-23"",""9999-01-01"""
"12572,""d005"",""1995-11-23"",""9999-01-01"""
"12573,""d004"",""1998-08-02"",""1999-08-10"""
"12574,""d005"",""1999-01-08"",""9999-01-01"""
"12575,""d007"",""1996-12-01"",""9999-01-01"""
"12576,""d005"",""1999-01-12"",""9999-01-01"""
"12577,""d004"",""1999-11-07"",""2000-10-13"""
"12577,""d009"",""2000-10-13"",""9999-01-01"""
"12578,""d009"",""1986-07-28"",""9999-01-01"""
"12579,""d004"",""1992-09-06"",""9999-01-01"""
"12580,""d004"",""1991-03-04"",""9999-01-01"""
"12581,""d005"",""1993-03-23"",""2002-01-05"""
"12582,""d007"",""1987-02-07"",""9999-01-01"""
"12583,""d008"",""1996-08-27"",""9999-01-01"""
"12584,""d006"",""1995-12-06"",""9999-01-01"""
"12585,""d004"",""1996-12-19"",""1999-07-14"""
"12586,""d006"",""1994-04-30"",""9999-01-01"""
"12587,""d002"",""1988-11-29"",""1989-01-18"""
"12587,""d003"",""1989-01-18"",""9999-01-01"""
"12588,""d005"",""1997-02-08"",""9999-01-01"""
"12589,""d005"",""1988-09-08"",""9999-01-01"""
"12590,""d007"",""1993-02-25"",""9999-01-01"""
"12591,""d007"",""1997-10-15"",""9999-01-01"""
"12592,""d004"",""1988-09-27"",""9999-01-01"""
"12593,""d007"",""1990-09-13"",""9999-01-01"""
"12594,""d004"",""1995-11-27"",""1999-10-19"""
"12595,""d007"",""1994-07-19"",""9999-01-01"""
"12596,""d003"",""1996-09-29"",""9999-01-01"""
"12597,""d009"",""1999-12-13"",""9999-01-01"""
"12598,""d002"",""1996-10-28"",""1998-06-27"""
"12598,""d007"",""1998-06-27"",""9999-01-01"""
"12599,""d005"",""1994-03-28"",""1995-01-25"""
"12600,""d005"",""1986-09-23"",""9999-01-01"""
"12601,""d005"",""1992-07-09"",""9999-01-01"""
"12602,""d006"",""1991-10-31"",""9999-01-01"""
"12603,""d003"",""1997-06-10"",""9999-01-01"""
"12604,""d002"",""1990-10-13"",""9999-01-01"""
"12605,""d007"",""1990-02-19"",""9999-01-01"""
"12606,""d001"",""1999-03-13"",""1999-08-28"""
"12606,""d003"",""1997-09-17"",""1999-03-13"""
"12607,""d005"",""1997-12-24"",""9999-01-01"""
"12608,""d003"",""1991-02-22"",""9999-01-01"""
"12609,""d005"",""1998-07-11"",""9999-01-01"""
"12610,""d004"",""1996-02-01"",""9999-01-01"""
